X,Y,OBJECTID,Num,ARFVTP_ID,Agreement_Number,Project_Number,Recipient_Contractor,Project_Title,Project_Amount,Project_Type,Fuel_Type,Supply_Chain_Phase,RDD_D_Phase,Status,Project_Address,Project_City,Project_State,Project_Zip,Full_Address,Latitude,Longitude,Confidence,County,Senate_District,Senate_Sort,Assembly_District,Air_District,Electric_Service_Area,Disadvantaged_Community_OEHHA,Disadvantaged_Community_SB535,Low_Income_SB535,CES_Score,CES_Percentile,CES_Percentile_Range,Assembly_Sort,Project_Location,LowIncome_SB1000,Fiscal_Year,DAC_OEHHA__and_LIC_SB1000_,DAC_CARB__LIC_CARB_,Disadvantaged_Community_CES3,Disadvantaged_Community_CES4
-13625033.0105,4549910.6499,8450,,,ARV-09-007,1219,ChargePoint,No City Left Behind,2397.89473684,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,301 Mission St,San Francisco,CA,94105,"301 Mission St, San Francisco CA 94105",37.79077,-122.395754,High,San Francisco,State Senate District 11,11,State Assembly District 17,Bay Area,Pacific Gas & Electric Company,NO,No,No,15.8960533167635,27.5844679778114,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13173606.9832,4007971.5289,8451,,,ARV-14-016,1,US Hybrid,Renewable Energy Workplace Charging (REWC) with Vehicle to Grid and Peak Demand Reduction,194838.99,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,445 Maple Ave,Torrance,CA,90503,"445 Maple Ave, Torrance CA 90503",33.844726,-118.340525,High,Los Angeles,State Senate District 24,24,State Assembly District 66,South Coast,Southern California Edison,NO,No,No,27.8420710202366,54.601613716591,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13613798.7588,4518649.2202,8452,,,ARV-14-028,1,City of San Mateo,Wastewater Digester Gas to Biomethane for Vehicle Fuel,2450000,Biomethane Production,Biomethane,Fuel Production,Deployment,Complete,2050 Detroit Drive,San Mateo,CA,94404,"2050 Detroit Drive, San Mateo CA 94404",37.568513,-122.294835,High,San Mateo,State Senate District 13,13,State Assembly District 21,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,31.8572258349872,62.1154815935451,,,Low Income,Yes,,,,NO,NO
-13652712.9359,4612249.4049,8453,,,ARV-13-032,10,CA EV Alliance,Bay Area Charge Ahead Project Two (BayCap2),24948.9763157895,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,11 English St,Petaluma,CA,94952,"11 English St, Petaluma CA 94952",38.231984,-122.644407,High,Sonoma,State Senate District 2,2,State Assembly District 12,Bay Area,Pacific Gas & Electric Company,NO,No,No,14.4659091915423,24.1931417044881,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13335607.7223,4402838.7395,8454,,,ARV-13-024,1,Granville Homes,MultiCharge San Diego - Chargepoint (formerly Coulomb Technologies),11323.82,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1502 Fulton St,Fresno,CA,93721,"1502 Fulton St, Fresno CA 93721",36.7393586,-119.7958024,High,Fresno,State Senate District 14,14,State Assembly District 31,San Joaquin Valley Unified,Pacific Gas & Electric Company,YES,Yes,Yes,60.3658787492415,95.9152798789713,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13625033.0105,4549910.6499,8455,,,ARV-09-007,1227,ChargePoint,No City Left Behind,2397.89473684,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,301 Mission St,San Francisco,CA,94105,"301 Mission St, San Francisco CA 94105",37.79077,-122.395754,High,San Francisco,State Senate District 11,11,State Assembly District 17,Bay Area,Pacific Gas & Electric Company,NO,No,No,15.8960533167635,27.5844679778114,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13578646.0674,4469890.2862,8456,,,ARV-13-043,5,Silicon Valley Leadership Group,Bay Area Charge Ahead Project One (BayCap1),12597.1794872,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,110 E Main St,Los Gatos,CA,95030,"110 E Main St, Los Gatos CA 95030",37.220528,-121.979053,High,Santa Clara,State Senate District 13,13,State Assembly District 28,Bay Area,Pacific Gas & Electric Company,NO,No,No,5.88969308168006,4.48814926878467,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13575974.1993,4476096.2362,8457,,,ZVI-22-027,,"ChargePoint, Inc.",The ZEV Charging Manufacturinlg Project: Creating and Scaling Production Lines in California,4879638.33,Manufacturing,Electric,Local Infra,Manufacturing,Active,1504 Dell Ave,Campbell,CA,95008,"1504 Dell Ave, Campbell CA 95008",37.2649086,-121.9550512,High,Santa Clara,State Senate District 13,13,State Assembly District 23,Bay Area,Pacific Gas & Electric Company,NO,No,No,13.2026459592112,20.9152798789713,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13173606.9832,4007971.5289,8458,,,ARV-14-025,4,"CALSTART, Inc.",Battery Dominant Fuel Cell Hybrid Bus,383632.823,Medium- & Heavy- Duty Advanced Vehicle Technology Demonstration,Hydrogen,Vehicles,Demonstration,Complete,445 Maple Ave,Torrance,CA,90503,"445 Maple Ave, Torrance CA 90503",33.844726,-118.340525,High,Los Angeles,State Senate District 24,24,State Assembly District 66,South Coast,Southern California Edison,NO,No,No,27.8420710202366,54.601613716591,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13126638.2844,3981741.3707,8459,,,ARV-14-008,3,"FirstElement Fuel, Inc.",11 Hydrogen Refueling Stations in Southern and Central California,1458273.41,Hydrogen Fueling Infrastructure,Hydrogen,Local Infra,Deployment,Complete,2050 Harbor Blvd.,Costa Mesa,CA,92627,"2050 Harbor Blvd., Costa Mesa CA 92627",33.6488,-117.918598,High,Orange,State Senate District 37,37,State Assembly District 73,South Coast,Southern California Edison,NO,No,Yes,31.8873807364088,62.2289460413515,,,Low Income,Yes,,,,NO,NO
-13586051.5965,4433466.4555,8460,,,ARV-10-032,75,ABAG,Bay Area EV Corridor Project: Phase I EVSE Development,7266.32419512,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1100 Fair Ave,Santa Cruz,CA,95060,"1100 Fair Ave, Santa Cruz CA 95060",36.959524,-122.045578,High,Santa Cruz,State Senate District 17,17,State Assembly District 28,Monterey Bay Unified,Pacific Gas & Electric Company,NO,No,Yes,18.1946018764669,33.219868885527,,,Low Income,Yes,,,,NO,NO
-13141445.6691,4048141.3581,8461,,,ARV-10-045,6,SCAQMD,SoCal EV Ready Project,8324.25742574,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,301 N Baldwin Ave,Arcadia,CA,91007,"301 N Baldwin Ave, Arcadia CA 91007",34.143905,-118.051615,High,Los Angeles,State Senate District 25,25,State Assembly District 49,South Coast,Southern California Edison,NO,No,No,17.2552742682039,30.9253656076652,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13814776.3702,5002386.0864,8462,,,ARV-13-029,8,Redwood Coast Power Authority,North Coast Plug-In Electric Vehicle Charging Network,29383.574,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1505 Central Ave,McKinleyville,CA,95519,"1505 Central Ave, McKinleyville CA 95519",40.9324699,-124.1002476,High,Humboldt,State Senate District 2,2,State Assembly District 2,North Coast Unified,Pacific Gas & Electric Company,NO,No,Yes,15.1574772551692,25.9077155824508,,,Low Income,Yes,,,,NO,NO
-13173606.9832,4007971.5289,8463,,,ARV-15-005,2,"CALSTART, Inc.",H2Ride Hydrogen Shuttle Bus Demonstration Project,1491274,Medium- & Heavy- Duty Advanced Vehicle Technology Demonstration,Hydrogen,Vehicles,Demonstration,Active,445 Maple Ave,Torrance,CA,90503,"445 Maple Ave, Torrance CA 90503",33.844726,-118.340525,High,Los Angeles,State Senate District 24,24,State Assembly District 66,South Coast,Southern California Edison,NO,No,No,27.8420710202366,54.601613716591,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13126638.2844,3981741.3707,8464,,,ARV-15-037,1,"FirstElement Fuel, Inc.","O&M Support for Hydrogen Station Located at 2050 Harbor Blvd., Costa Mesa",233333,Hydrogen Fueling Infrastructure,Hydrogen,Local Infra,O&M,Complete,2050 Harbor Blvd.,Costa Mesa,CA,92627,"2050 Harbor Blvd., Costa Mesa CA 92627",33.6488,-117.918598,High,Orange,State Senate District 37,37,State Assembly District 73,South Coast,Southern California Edison,NO,No,Yes,31.8873807364088,62.2289460413515,,,Low Income,Yes,,,,NO,NO
-13554976.7607,4675530.455,8465,,,,J-117341,CALeVIP Recipient,CALeVIP,14509.26,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,1100 Main St,Woodland,,95695,"1100 Main St, Woodland  95695",38.677146,-121.766428,High,Yolo,State Senate District 3,3,State Assembly District 4,Yolo-Solano,Pacific Gas & Electric Company,NO,No,Yes,26.3234477389866,51.5128593040847,,,Low Income,Yes,,,,NO,NO
-13022856.2363,3866222.7306,8466,,,ARV-21-016,,Grossmont Union High School District,Grossmont Union High School District (GUHSD) School Bus Fleet Electrification Blueprint,199908,Regional Alternative Fuel Readiness and Planning,Electric,Local Infra,Regional Readiness,Complete,1100 Murray Dr,El Cajon,CA,92020,"1100 Murray Dr, El Cajon CA 92020",32.780633,-116.986308,High,San Diego,State Senate District 39,39,State Assembly District 79,San Diego,San Diego Gas & Electric,NO,No,Yes,34.7934861054773,67.2339889056984,,,Low Income,Yes,,,,NO,NO
-13513302.9735,4671491.451,8467,,,ARV-14-051,2,"Transportation Power, Inc.",Heavy-Duty Electric Refuse Trucks,1388315.45,Medium- & Heavy- Duty Advanced Vehicle Technology Demonstration,Electric,Vehicles,Demonstration,Complete,4450 Roseville Road,North Highlands,CA,95660,"4450 Roseville Road, North Highlands CA 95660",38.648815,-121.392066,High,Sacramento,State Senate District 8,8,State Assembly District 7,Sacramento Metro,Sacramento Municipal Utility District,YES,Yes,Yes,45.6900494718401,82.8416540595058,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13587554.521,4494643.6718,8468,,,,I-271594,CALeVIP Recipient,CALeVIP,90000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,301 N Whisman Rd,Mountain View,CA,94043,"301 N Whisman Rd, Mountain View CA 94043",37.397391,-122.059079,High,Santa Clara,State Senate District 13,13,State Assembly District 23,Bay Area,Pacific Gas & Electric Company,NO,No,No,13.6478404507034,22.0625315179022,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13814776.3702,5002386.0864,8469,,,,D-00070,CALeVIP Recipient,CALeVIP,12000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,1505 Central Ave,McKinleyville,CA,95519,"1505 Central Ave, McKinleyville CA 95519",40.9324699,-124.1002476,High,Humboldt,State Senate District 2,2,State Assembly District 2,North Coast Unified,Pacific Gas & Electric Company,NO,No,Yes,15.1574772551692,25.9077155824508,,,Low Income,Yes,,,,NO,NO
-13603423.3036,4545465.8413,8470,,,ZVI-21-018,,Alameda Contra Costa Transit District,Division 4 Hydrogen Fueling Infrastructure Upgrade,4565975,MD/HD ZEV Infrastructure,Hydrogen,Local Infra,Deployment,Active,1100 Seminary Ave.,Oakland,CA,94621,"1100 Seminary Ave., Oakland CA 94621",37.7592097,-122.2016307,High,Alameda,State Senate District 7,7,State Assembly District 18,Bay Area,Pacific Gas & Electric Company,YES,Yes,Yes,61.006902044078,96.2430660615229,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13126638.2844,3981741.3707,8471,,,ARV-17-023,1,"FirstElement Fuel, Inc.","Harbor Blvd, Costa Mesa",66667,Hydrogen Fueling Infrastructure,Hydrogen,Local Infra,O&M,Complete,2050 Harbor Blvd.,Costa Mesa,CA,92627,"2050 Harbor Blvd., Costa Mesa CA 92627",33.6488,-117.918598,High,Orange,State Senate District 37,37,State Assembly District 73,South Coast,Southern California Edison,NO,No,Yes,31.8873807364088,62.2289460413515,,,Low Income,Yes,,,,NO,NO
-13005358.5378,4062550.9791,8472,,,ARV-11-023,1,Bear Valley Unified School District,Installation of New CNG Time-Fill/Fast-Fill-Fueling Station,300000,Natural Gas Fueling Infrastructure,Natural Gas,Local Infra,Deployment,Complete,44548 Baldwin Lane Road,Sugarloaf,CA,92386,"44548 Baldwin Lane Road, Sugarloaf CA 92386",34.2509687,-116.8291235,High,San Bernardino,State Senate District 19,19,State Assembly District 34,South Coast,Bear Valley Electric Service,NO,No,Yes,11.5635449123899,16.7675239536056,,,Low Income,Yes,,,,NO,NO
-13180037.9102,4010561.838,8473,,,ARV-09-007,1260,ChargePoint,No City Left Behind,4795.78947368,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,301 Pier Ave,Hermosa Beach,CA,90254,"301 Pier Ave, Hermosa Beach CA 90254",33.86405,-118.398295,High,Los Angeles,State Senate District 24,24,State Assembly District 66,South Coast,Southern California Edison,NO,No,No,10.6985498778761,14.649520927887,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13113861.5899,4042825.6638,8474,,,ARV-10-001,92,ClipperCreek,Update Existing EV infrastructure To SAE-J1772tm Without Stranding Existing Drivers,2996.53889758,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,301 S Walnut Ave,San Dimas,CA,91773,"301 S Walnut Ave, San Dimas CA 91773",34.104375,-117.803823,High,Los Angeles,State Senate District 22,22,State Assembly District 41,South Coast,Southern California Edison,NO,No,Yes,19.1925072729107,35.6152294503278,,,Low Income,Yes,,,,NO,NO
-13603423.3036,4545465.8413,8475,,,600-10-013,1,Alameda-Contra Costa Transit District (AC  Transit),Build a new hydrogen transit bus fueling station to support 12 hydrogen fuel cell buses in the Alameda County Transit fleet.,2727763.53,MD/HD ZEV Infrastructure,Hydrogen,Local Infra,Deployment,Complete,1100 Seminary Avenue,Oakland,CA,94621,"1100 Seminary Avenue, Oakland CA 94621",37.7592097,-122.2016307,High,Alameda,State Senate District 7,7,State Assembly District 18,Bay Area,Pacific Gas & Electric Company,YES,Yes,Yes,61.006902044078,96.2430660615229,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13782869.0204,4774162.6503,8476,,,ARV-14-048,9,Mendocino Land Trust,Bringing Electric Vehicle Charging Stations to Mendocino County California State Parks,31676.765,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,15051 Caspar Rd,Caspar,CA,95420,"15051 Caspar Rd, Caspar CA 95420",39.365502,-123.813619,High,Mendocino,State Senate District 2,2,State Assembly District 2,Mendocino,Pacific Gas & Electric Company,NO,No,No,15.3757970224874,26.4120020171457,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13640847.0574,4582085.2128,8477,,,ARV-10-032,73,ABAG,Bay Area EV Corridor Project: Phase I EVSE Development,7266.32419512,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,4460 Redwood Hwy,San Rafael,CA,94903,"4460 Redwood Hwy, San Rafael CA 94903",38.018823,-122.537814,High,Marin,State Senate District 2,2,State Assembly District 12,Bay Area,Pacific Gas & Electric Company,NO,No,Yes,20.3135778808101,38.2627332324761,,,Low Income,Yes,,,,NO,NO
-13177516.8811,4009799.2566,8478,,,600-12-018,3,SCAQMD,Refurbish/Upgrade Existing Hydrogen Fueling/Dispensing Equipment and Stations,2505277.24962,Hydrogen Fueling Infrastructure,Hydrogen,Local Infra,Deployment,Complete,2051 W. 190th St.,Torrance,CA,90501,"2051 W. 190th St., Torrance CA 90501",33.85836151,-118.37564821,Medium,Los Angeles,State Senate District 24,24,State Assembly District 66,South Coast,Southern California Edison,NO,No,No,11.8926916938289,17.6374180534544,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13052155.1924,3864925.1002,8479,,,ARV-09-005,115,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,13697.0444307,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,1100 W Mission Bay Dr,San Diego,CA,92109,"1100 W Mission Bay Dr, San Diego CA 92109",32.770832,-117.249505,High,San Diego,State Senate District 38,38,State Assembly District 77,San Diego,San Diego Gas & Electric,NO,No,Yes,13.3268427443359,21.2934947049924,,,Low Income,Yes,,,,NO,NO
-13281054.1476,4066133.5303,8480,,,,K-330613,CALeVIP Recipient,CALeVIP,12000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,301 W. Front St.,ventura,,93001,"301 W. Front St., ventura  93001",34.277566,-119.3057393,High,Ventura,State Senate District 21,21,State Assembly District 38,Ventura,Southern California Edison,YES,Yes,Yes,44.3169302237834,81.2783661119516,,,Low Income and Disadvantaged Community,Yes,,Low Income and Disadvantaged,Low Income and Disadvantaged,YES,YES
-13033312.9214,3894183.6154,8481,,,,H-00122,CALeVIP Recipient,CALeVIP,45000,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Active,15073 Avenue of Science,san diego,CA,92128,"15073 Avenue of Science, san diego CA 92128",32.991559,-117.080242,High,San Diego,State Senate District 40,40,State Assembly District 76,San Diego,San Diego Gas & Electric,NO,No,No,5.82429957405963,4.34947049924357,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13020597.8088,3868295.6476,8482,,,ARV-09-005,50,Blink Acquisition,Nissan Electric Vehicle Demonstration and Vehicle Infrastructure Evaluation,3424.26110767,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,151 Chambers St,El Cajon,CA,92020,"151 Chambers St, El Cajon CA 92020",32.7962875,-116.9660202,High,San Diego,State Senate District 39,39,State Assembly District 79,San Diego,San Diego Gas & Electric,NO,No,Yes,35.2398366430638,67.9399899142713,,,Low Income,Yes,,,,NO,NO
-13177516.8811,4009799.2566,8483,,,ARV-18-003,1,Equilion Enterprises LLC dba Shell Oill Products US,"Operation and Maintenance Support for Hydrogen Refueling Station Located in Torrance, CA",300000,Hydrogen Fueling Infrastructure,Hydrogen,Local Infra,Deployment,Complete,2051 West 190th St.,Torrance,CA,90501,"2051 West 190th St., Torrance CA 90501",33.85836151,-118.37564821,Medium,Los Angeles,State Senate District 24,24,State Assembly District 66,South Coast,Southern California Edison,NO,No,No,11.8926916938289,17.6374180534544,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
-13121083.6645,4259745.3956,8484,,,ARV-16-005,30,ChargePoint,California's Interregional Express Corridors,92777.1458333333,Electric Vehicle Charging Infrastructure,Electric,Local Infra,Deployment,Complete,4467 US-395,Inyokern,CA,93527,"4467 US-395, Inyokern CA 93527",35.702374,-117.8687,High,Kern,State Senate District 12,12,State Assembly District 32,Kern,Southern California Edison,NO,No,No,33.8052918882285,65.5320221886031,,,Neither Low Income Nor Disadvantaged Community,No,,,,NO,NO
